anime_id;Name;Score;Genres;English name;Japanese name;sypnopsis;Type;Episodes;Aired;Premiered;Producers;Licensors;Studios;Source;Duration;Rating;Ranked;Popularity;Favorites;Watching;Completed;On-Hold;Dropped;Members
166;Samurai 7;748;Historical, Mecha, Samurai, Sci-Fi;Samurai 7;サムライセブン;"In the far distant future, on a planet that might have been called ""earth"", there was a war between samurai who mechanized their bodies. After the long war, people enjoyed a modest peace. Facing starvation and abductions at the hands of fearsome mechanized bandits (Nobuseri), the farmers of Kanna Village make the dangerous choice to hire samurai for protection. The village's water priestess, Kirara, her younger sister, Komachi, and a heartbroken villager, Rikichi, set off to hire willing samurai with nothing to offer but rice from their meager harvests. Through dangerous encounters and a bit of luck, seven samurai of varying specialties and experience are gathered for an epic battle against the bandits and the merchants that influence them. Samurai 7 is based loosely upon Kurosawa Akira's famous movie ""Seven Samurai""/""Shichinin no Samurai""";TV;26;Jun 12, 2004 to Dec 25, 2004;2004;GDH, Sotsu Music Publishing;Funimation;Gonzo;Other;26 min. per ep.;PG-13 - Teens 13 or older;16460;1295;744;4453;67372;4951;4474;110124
167;Scrapped Princess;741;Sci-Fi, Adventure, Comedy, Drama, Fantasy, Mecha, Shounen;Scrapped Princess;スクラップド・プリンセス;"Born to the royal family, Pacifica Casull has earned the nickname ""Scrapped Princess"" after an apocalyptic prophecy foretells her destroying the world on her 16th birthday. Rescued from certain death by a kindly family, she takes shelter with her adoptive older brother and sister, Shannon and Raquel Casull. When news of her survival reaches the ears of the God Mauser's worshippers, they issue her death at all costs, forcing Pacifica to flee for her life. Plagued by threats from the church, the nobility and even the common people, the three siblings attempt to outrun the fate Pacifica is destined to bring, all the while questioning if one girl's life is worth the world's demise. The true nature of the Scrapped Princess, along with the harrowing revelations of the world itself, becomes more and more apparent as the princess' 16th birthday fast approaches.";TV;24;Apr 8, 2003 to Oct 7, 2003;2003;Kadokawa Shoten, A-Line;Funimation, Bandai Entertainment;Bones;Light novel;23 min. per ep.;PG-13 - Teens 13 or older;18610;1637;433;3417;42524;3547;3269;81917
168;s.CRY.ed;738;Action, Sci-Fi, Adventure, Super Power, Drama;s-CRY-ed;スクライド;strange environmental phenomenon 22 years ago in the Kanazawa prefecture caused the land to split and protrude upwards reaching unprecedented heights, creating the secluded area known as The Lost Ground. Kazuma is a young mercenary who lives in the Lost Ground, looking for any work he can find to sustain his livelihood within the harsh environment. He is one of the few people that are gifted with the Alter ability, which allows him to plaster his right arm and torso with a metallic alloy. When this mercenary encounters HOLY, an order whose purpose is to suppress and capture what they call Native Alter Users, and one of the elite members of HOLY, Ryuho, an epic rivalry begins. (Source: ANN);TV;26;Jul 4, 2001 to Dec 26, 2001;2001;Yomiko Advertising;Bandai Entertainment, Sentai Filmworks, Discotek Media;Sunrise;Original;24 min. per ep.;PG-13 - Teens 13 or older;19690;1787;673;2428;44099;2630;2840;72311
169;Shingetsutan Tsukihime;691;Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire;Lunar Legend Tsukihime;真月譚 月姫;Shiki Toono sustained a life threatening injury as a child, and due to that incident he was sent away from the Toono household and was given to a relative to be raised. Years later, when Shiki is in high school, the head of the Toono household—his father—dies, and he is ordered to move back in by his sister Akiha, who is the new head of the household. However, Shiki holds a huge secret. Ever since that injury, he has been seeing lines on objects, and only with a special pair of glasses is he able to stop seeing them. Also he is unable to remember anything well from the time before his accident. The day he moves back to the Toono household is the day he stumbles upon a woman named Arcueid Brunstud and decapitates her with one stab of his knife in a temporary fit of insanity. When she suddenly showed up beside him later alive and well, and ask him to be her bodyguard, Shiki's journey to unravel the mysteries of his past begins. (Source: ANN);TV;12;Oct 10, 2003 to Dec 26, 2003;2003;TBS, Rondo Robe, Movic;Sentai Filmworks, Geneon Entertainment USA;J.C.Staff;Visual novel;24 min. per ep.;R - 17+ (violence & profanity);39700;1086;654;5080;77659;3687;4104;135721
170;Slam Dunk;853;Comedy, Drama, School, Shounen, Sports;Slam Dunk;スラムダンク;"Hanamichi Sakuragi, infamous for his temper, massive height, and fire-red hair, enrolls in Shohoku High, hoping to finally get a girlfriend and break his record of being rejected 50 consecutive times in middle school. His notoriety precedes him, however, leading to him being avoided by most students. Soon, after certain events, Hanamichi is left with two unwavering thoughts: ""I hate basketball,"" and ""I desperately need a girlfriend."" One day, a girl named Haruko Akagi approaches him without any knowledge of his troublemaking ways and asks him if he likes basketball. Hanamichi immediately falls head over heels in love with her, blurting out a fervent affirmative. She then leads him to the gymnasium, where she asks him if he can do a slam dunk. In an attempt to impress Haruko, he makes the leap, but overshoots, instead slamming his head straight into the blackboard. When Haruko informs the basketball team's captain of Hanamichi's near-inhuman physical capabilities, he slowly finds himself drawn into the camaraderie and competition of the sport he had previously held resentment for.";TV;101;Oct 16, 1993 to Mar 23, 1996;1993;TV Asahi, Animax;Flatiron Film Company, Geneon Entertainment USA;Toei Animation;Manga;23 min. per ep.;PG-13 - Teens 13 or older;920;728;5471;15530;108713;12179;7862;201203
174;Tenjou Tenge;693;Action, Ecchi, Martial Arts, Comedy, Super Power, School, Shounen;Tenjho Tenge;天上天下;For some people, high school represents the opportunity for a fresh start. You can take new classes and make new friends. For Souichiro Nagi and Bob Makihara, though, high school means something different: the chance to become the top fighters in the entire student body! Too bad Toudou Academy is the hardest possible place to realize their dreams. Their new high school is no ordinary academic institution. Rather than concentrating on classic subjects like math and science, Toudou Academy was created for the sole purpose of reviving the martial arts in Japan! As a result, Souichiro's aspirations to become top dog are cut short when he runs afoul of Masataka Takayanagi and Maya Natsume. The two upperclassmen easily stop the freshmen duo's rampage across school, but rather than serving as a deterrent, it only stokes their competitive fire. What kind of monstrous fighters attend Toudou Academy? Are there any stronger than Masataka and Maya? And why in the world is Maya's younger sister stalking Souichiro? Learn the answers to these questions and more in Tenjou Tenge !;TV;24;Apr 2, 2004 to Sep 17, 2004;2004;TV Asahi;Discotek Media, Geneon Entertainment USA;Madhouse;Manga;23 min. per ep.;R - 17+ (violence & profanity);39110;934;647;7266;100783;6039;8559;158482
175;Tokyo Underground;663;Action, Adventure, Romance, Sci-Fi, Shounen, Super Power;Tokyo Underground;東京アンダーグラウンド;"Under the capital city of Tokyo, Japan, there exists a large, vast, and unknown world known as Underground. There, people known as Elemental Users exist; people who have the ability to control the elements: Fire, Water, Lightning, Magnetism, Freeze, etc. Meet Rumina Asagi and his best friend Ginnosuke Isuzu, two average high school freshmen who reside in Tokyo. When they meet Gravity User, Chelsea Rorec, and the Miko of Life, Ruri Sarasa, their whole lives change into one big adventure. (Source: ANN)";TV;26;Apr 2, 2002 to Sep 24, 2002;2002;TV Tokyo Music;Discotek Media, Geneon Entertainment USA;Studio Pierrot;Manga;25 min. per ep.;PG-13 - Teens 13 or older;52300;3254;41;1335;13386;1350;1740;25243
177;Tsubasa Chronicle;755;Action, Adventure, Fantasy, Magic, Romance, Supernatural, Shounen;Tsubasa RESERVoir CHRoNiCLE;ツバサ・クロニクル;During an excavation at the mysterious ruins in Clow Country, Syaoran discovers his childhood friend Princess Sakura appear on the site with wings that disperse into many feathers. As the feather's disappear to different dimensions, so does Sakura's memory. In attempts to save Sakura's life and restore her memory, Syaoran travels through to another world to find a solution. There's only one thing left he can do. Travel through to different dimensions to collect Sakura's feathers. Helping out with the quest is Kurogane, an exiled ninja from Japan Country who wishes to return to his world, the runaway magician, Fay, who desires to jump between each world never to return to his own and the white meat-bun shaped creature, Mokona.;TV;26;Apr 9, 2005 to Oct 15, 2005;2005;NHK, Kodansha;Funimation;Bee Train;Manga;25 min. per ep.;PG-13 - Teens 13 or older;14370;759;2284;9373;106909;11295;11986;195978
178;Ultra Maniac;718;Comedy, Magic, Romance, School, Shoujo;Ultramaniac - Magical Girl;ウルトラマニアック;Fantasies and miracles never interested Ayu Tateishi, a popular second-year student at her middle school. She was content with preserving her image of being cool, calm, and collected—all to catch the eye of her crush, Tetsushi Kaji. Ayu's carefree youthful days are interrupted by the appearance of Nina Sakura, a new transfer student who turns out to be a witch. As the only person who knows about Nina's ability to cast spells using a mini-computer, Ayu is forced to help Nina with her mission to find the five Holy Stones, qualifying her to marry the prince of the Magic Kingdom. Unfortunately, Nina's ineptitude with magic and her habit of meddling in Ayu's personal life cause nothing but trouble for the two of them as Ayu toils to maintain her good reputation and Nina struggles to hide her secret from the discerning eye of Hiroki Tsujiai, Tetsushi's best friend and an avid fan of manga. And when Nina's search for the five Holy Stones brings allies and challengers from the Magic Kingdom, Ayu is dragged into a world she never even dreamed was possible.;TV;26;May 20, 2003 to Nov 11, 2003;2003;WAO World, Studio Jack;Discotek Media, Geneon Entertainment USA;Production Reed;Manga;24 min. per ep.;G - All Ages;28710;3103;141;1221;15384;1352;1595;27718
180;Vandread;721;Action, Ecchi, Mecha, Sci-Fi, Shounen, Space;Vandread;ヴァンドレッド;"In Vandread , men are from Mars and women are from Venus! Well, not quite. Technology has allowed mankind to colonize the entire Milky Way galaxy, and in one star system, the men and women live on two different planets, Taraak and Mejere. A bitter and very literal gender war rages, to the point where they don't even see each other as the sames species anymore! Hibiki Tokai, a male third-class laborer from Taraak, ends up stuck on a battleship after a botched attempt at stealing a robot. When female pirates capture the Taraakian Vanguard, things don't look like they could get any worse for Hibiki. Unfortunately, they do; when the male crew of the Vanguard fire on their captured vessel out of desperation, they created a giant wormhole, which sucks the Vanguard and the Mejeran pirate's ships into itself! Now, stuck far away from their home planets, these men and women must learn to work together if they ever wish to make it back home.";TV;13;Oct 3, 2000 to Dec 19, 2000;2000;GDH, Dentsu, Media Factory;Funimation, Geneon Entertainment USA;Gonzo;Original;22 min. per ep.;PG-13 - Teens 13 or older;27230;1771;436;2047;53218;1823;2410;73554
182;Tenkuu no Escaflowne;77;Adventure, Psychological, Romance, Fantasy, Mecha;The Vision of Escaflowne;天空のエスカフローネ;Hitomi Kanzaki is just an ordinary 15-year-old schoolgirl with an interest in tarot cards and fortune telling, but one night, a boy named Van Fanel suddenly appears from the sky along with a vicious dragon. Thanks to a premonition from Hitomi, Van successfully kills the dragon, but a pillar of light appears and envelopes them both. As a result, Hitomi finds herself transported to the world of Gaea, a mysterious land where the Earth hangs in the sky. In this new land, Hitomi soon discovers that Van is a prince of the Kingdom of Fanelia, which soon falls under attack by the evil empire of Zaibach. In an attempt to fight them off, Van boards his family's ancient guymelef Escaflowne—a mechanized battle suit—but fails to defeat them, and Fanelia ends up destroyed. Now on the run, Hitomi and Van encounter a handsome Asturian knight named Allen Schezar, whom Hitomi is shocked to find looks exactly like her crush from Earth. With some new allies on their side, Van and Hitomi fight back against the forces of Zaibach as the empire strives to revive an ancient power.;TV;26;Apr 2, 1996 to Sep 24, 1996;1996;TV Tokyo, Bandai Visual;Funimation, Bandai Entertainment;Sunrise;Original;24 min. per ep.;PG-13 - Teens 13 or older;10370;1157;2086;4987;70674;5094;4211;127239
185;Initial D First Stage;829;Action, Cars, Drama, Seinen, Sports;Initial D First Stage;頭文字〈イニシャル〉D;Unlike his friends, Takumi Fujiwara is not particularly interested in cars, with little to no knowledge about the world of car enthusiasts and street racers. The son of a tofu shop owner, he is tasked to deliver tofu every morning without fail, driving along the mountain of Akina. Thus, conversations regarding cars or driving in general would only remind Takumi of the tiring daily routine forced upon him. One night, the Akagi Red Suns, an infamous team of street racers, visit the town of Akina to challenge the local mountain pass. Led by their two aces, Ryousuke and Keisuke Takahashi, the Red Suns plan to conquer every racing course in Kanto, establishing themselves as the fastest crew in the region. However, much to their disbelief, one of their aces is overtaken by an old Toyota AE86 during a drive back home from Akina. After the incident, the Takahashi brothers are cautious of a mysterious driver geared with remarkable technique and experience in the local roads—the AE86 of Mount Akina.;TV;26;Apr 19, 1998 to Dec 6, 1998;1998;OB Planning, Fuji TV;Funimation, Tokyopop;Gallop, Studio Comet;Manga;25 min. per ep.;PG-13 - Teens 13 or older;2310;638;6949;14291;148516;7949;4915;229315
186;Initial D Second Stage;812;Action, Cars, Drama, Seinen, Sports;Initial D Second Stage;頭文字〈イニシャル〉D SECOND STAGE;ccumulating an impressive series of victories with his AE86, Takumi Fujiwara has imposed himself as street racing's newest rising star. However, his newly found confidence of winning at his home turf of Mount Akina has been put in jeopardy by a new Emperor team exclusively using a car model favored by most professional racing pilots: the Mitsubishi four-wheel drive Lancer Evolutions—also known as Lan Evos. The Emperor team leader, Kyouichi Sudou, looks down on Takumi and regards him as an inferior pilot for driving an antique car that lacks the makings of a true modern race car. Kyouichi's elitist philosophy is also the reason why his team is only made of Lan Evo drivers. Will Takumi be able to keep his perfect track record intact against the highly skilled and mechanically superior Emperor team, or does his hot streak end here?;TV;13;Oct 15, 1999 to Jan 21, 2000;1999;OB Planning, Fuji TV;Funimation, Tokyopop;Pastel;Manga;23 min. per ep.;PG-13 - Teens 13 or older;3910;1095;691;3055;114742;1279;751;134642
189;Love Hina;714;Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life;Love Hina;ラブひな;Keitaro Urashima promised a girl when he was young that they would meet up again at Tokyo University in the future. Sadly, in the National Practice Exam, Keitaro ranked 27th from the bottom. Knowing his grandmother owned a hotel, Keitaro intended to stay there while continuing his studies for Tokyo U, only to find out the hotel had long been transformed into an all-girls dormitory. Through an odd twist of fate, Keitaro eventually became the manager of the dorm, beginning his life of living with five other girls.;TV;24;Apr 19, 2000 to Sep 27, 2000;2000;Production I.G, TV Tokyo, Yomiko Advertising;Funimation, Bandai Entertainment;Xebec;Manga;23 min. per ep.;PG-13 - Teens 13 or older;30370;645;1584;7492;154064;7241;11599;225891
